ProductName,Capacity (Total),ModuleNum,MemType,MemSpeed
Geil Value Plus 4GB DDR3-1600 CL8 kit,4 GB,2 x,DDR3,1600 MHz
Geil 4GB DDR2-800 CL6 kit,4 GB,2 x,DDR2,800 MHz
Kingston HyperX Genesis 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
OCZ Platinum 4GB DDR3-1333 CL9 kit,4 GB,2 x,DDR3,1333 MHz
Corsair Vengeance LPX Black 64GB DDR4-2400 quad kit,64 GB,4 x,DDR4,2400 MHz
Corsair Vengeance 32GB DDR3-2400 CL10 quad kit,32 GB,4 x,DDR3,2400 MHz
G.Skill Ares 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
G.Skill Perfect Storm 4GB DDR3-2200 CL8 kit,4 GB,2 x,DDR3,2200 MHz
Geil Evo One 4GB DDR3-2000 CL9 kit,4 GB,2 x,DDR3,2000 MHz
G.Skill TridentX 32GB DDR3-2800 CL12 quad kit,32 GB,4 x,DDR3,2800 MHz
Corsair Vengeance LPX Black 8GB DDR4-2800 CL16 kit,8 GB,2 x,DDR4,2800 MHz
Corsair Dominator Platinum 64GB DDR4-2666 CL15 octo kit,64 GB,8 x,DDR4,2666 MHz
Corsair Dominator Platinum 64GB DDR4-3200 CL16 quad kit,64 GB,4 x,DDR4,3200 MHz
Kingston HyperX PnP 8GB DDR3-1866 CL11 kit,8 GB,2 x,DDR3,1866 MHz
Geil Super Luce White/Blue 64GB DDR4-2400 CL14 quad kit,64 GB,4 x,DDR4,2400 MHz
Kingston HyperX 6GB DDR3-1800 CL9 XMP Tall triple kit,6 GB,3 x,DDR3,1800 MHz
Corsair Vengeance Black White LED 64GB DDR4-3000 CL15 quad kit,64 GB,4 x,DDR4,3000 MHz
Geil Evo One 8GB DDR3-2200 CL9 quad kit,8 GB,4 x,DDR3,2200 MHz
Geil Super Luce White/Blue 16GB DDR4-3000 CL16 quad kit,16 GB,4 x,DDR4,3000 MHz
Crucial 64GB DDR4-2400 CL17 kit,64 GB,2 x,DDR4,2400 MHz
Team Xtreem 8GB DDR3-2400 CL11 kit,8 GB,2 x,DDR3,2400 MHz
Crucial Ballistix Sport XT 16GB DDR3-1600 CL9 quad kit,16 GB,4 x,DDR3,1600 MHz
G.Skill RipjawsZ 16GB DDR3-2666 CL11 quad kit,16 GB,4 x,DDR3,2666 MHz
Samsung Green DDR3L-1600 8GB kit,8 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws IV Black 8GB DDR4-3000 CL15 kit,8 GB,2 x,DDR4,3000 MHz
Adata XPG Plus 4GB DDR3-1600 CL8 kit,4 GB,2 x,DDR3,1600 MHz
Adata XPG Z1 16GB DDR4-2133 CL13 kit,16 GB,2 x,DDR4,2133 MHz
Geil Evo Veloce Red 16GB DDR3-2800 CL11-13 quad kit,16 GB,4 x,DDR3,2800 MHz
Corsair XMS3 4GB DDR3-1600 CL8 kit,4 GB,2 x,DDR3,1600 MHz
Corsair Vengeance LPX Black 32GB DDR4-2400 CL14 quad kit,32 GB,4 x,DDR4,2400 MHz
Geil Evo Leggera 32GB DDR3-1333 CL9 quad kit,32 GB,4 x,DDR3,1333 MHz
Kingston ValueRam 16GB DDR4-2400 CL17 ECC Registered kit,16 GB,2 x,DDR4,2400 MHz
Corsair Vengeance LPX Black 64GB DDR4-3200 CL16 octo kit,64 GB,8 x,DDR4,3200 MHz
Geil Enhance Corsa 8GB DDR3-1600 CL9 quad kit,8 GB,4 x,DDR3,1600 MHz
Kingston ValueRam 16GB DDR3-1333 CL9 quad kit,16 GB,4 x,DDR3,1333 MHz
G.Skill RipjawsX Blue 16GB DDR3-1600 CL9 quad kit,16 GB,4 x,DDR3,1600 MHz
Crucial Tactical Tracer 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
G.Skill Pi 4GB DDR3-1600 CL7 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws IVGB DDR3-2000 CL9 kit,4 GB,2 x,DDR3,2000 MHz
Kingston HyperX 8GB DDR3-1333 CL7 XMP quad kit,8 GB,4 x,DDR3,1333 MHz
G.Skill Trident Z 64GB DDR4-3200 CL14 quad kit,64 GB,4 x,DDR4,3200 MHz
OCZ Vista Upgrade 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
G.Skill RipjawsX 4GB DDR3-2200 CL9 kit,4 GB,2 x,DDR3,2200 MHz
G.Skill Ripjaws IV Red 16GB DDR4-3333 CL16 quad kit,16 GB,4 x,DDR4,3333 MHz
Corsair Vengeance LPX Black 32GB DDR4-3000 CL15 kit,32 GB,2 x,DDR4,3000 MHz
Corsair Vengeance Red 16GB DDR3-2133 CL9 quad kit,16 GB,4 x,DDR3,2133 MHz
OCZ Flex EX XLC 6GB DDR3-1600 CL7 triple kit,6 GB,3 x,DDR3,1600 MHz
Geil Evo Leggera 8GB DDR3-2133 CL11 kit,8 GB,2 x,DDR3,2133 MHz
Corsair Vengeance LPX Black 64GB DDR4-3000 CL15 quad kit,64 GB,4 x,DDR4,3000 MHz
G.Skill Ripjaws IV Blue 64GB DDR4-2133 CL15 octo kit,64 GB,8 x,DDR4,2133 MHz
Adata XPG 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
Geil Super Luce White 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
Kingston HyperX 4GB DDR3-1600 CL9 XMP kit,4 GB,2 x,DDR3,1600 MHz
Kingston HyperX Black 8GB DDR3-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
Adata XPG Z1 32GB DDR4-2800 CL17 quad kit,32 GB,4 x,DDR4,2800 MHz
G.Skill TridentX 16GB DDR3-2666 CL12 kit,16 GB,2 x,DDR3,2666 MHz
Geil Green Series 8GB DDR3-1066 CL8 kit,8 GB,2 x,DDR3,1066 MHz
G.Skill TridentX 16GB DDR3-2133 CL9 kit,16 GB,2 x,DDR3,2133 MHz
Corsair Vengeance Pro Red 16GB DDR3-2800 CL12 quad kit,16 GB,4 x,DDR3,2800 MHz
OCZ SLI XTC 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
Team Dark Series White 16GB DDR4-2800 CL16 quad kit,16 GB,4 x,DDR4,2800 MHz
Corsair Dominator Platinum 8GB DDR4-3600 CL18 quad kit,8 GB,4 x,DDR4,3600 MHz
G.Skill Trident Z White/Silver 64GB DDR4-3200 CL16 octo kit,64 GB,8 x,DDR4,3200 MHz
Corsair Vengeance LPX Red 32GB DDR4-3200 kit,32 GB,2 x,DDR4,3200 MHz
Geil Value 6GB DDR3-1333 CL9 triple kit,6 GB,3 x,DDR3,1333 MHz
G.Skill Trident Z Black/Yellow 32GB DDR4-3200 CL14 kit,32 GB,2 x,DDR4,3200 MHz
Adata XPG Gaming Series 4GB DDR3-2000 CL9 kit,4 GB,2 x,DDR3,2000 MHz
Geil Black Dragon 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
Crucial Ballistix Tactical 16GB DDR3-1866 CL9 kit,16 GB,2 x,DDR3,1866 MHz
Geil Evo Corsa 32GB DDR3-2133 CL11 quad kit,32 GB,4 x,DDR3,2133 MHz
Corsair Vengeance LPX White 32GB DDR4-3200 CL16 kit,32 GB,2 x,DDR4,3200 MHz
Kingston HyperX Fury Black 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
Kingston HyperX Savage Black 64GB DDR4-2800 CL14 octo kit,64 GB,8 x,DDR4,2800 MHz
Geil Evo One 12GB DDR3-1066 CL7 hexa kit,12 GB,6 x,DDR3,1066 MHz
Geil Value Plus 8GB DDR3-1600 CL8 quad kit,8 GB,4 x,DDR3,1600 MHz
OCZ Blade ST 4GB DDR3-2000 LV CL9 kit,4 GB,2 x,DDR3,2000 MHz
Crucial Ballistix Elite 16GB DDR3-2133 CL11 kit,16 GB,2 x,DDR3,2133 MHz
OCZ Reaper HPC 4GB DDR3-1600 CL8 kit,4 GB,2 x,DDR3,1600 MHz
Geil Evo Veloce 8GB DDR3-1600 CL10 kit,8 GB,2 x,DDR3,1600 MHz
Kingston HyperX Beast 32GB DDR3-2133 CL11 quad kit,32 GB,4 x,DDR3,2133 MHz
Corsair Vengeance LPX Black 128GB DDR4-2666 CL16 octo kit,128 GB,8 x,DDR4,2666 MHz
G.Skill Trident Z 32GB DDR4-3200 CL14 Silver/Black quad kit,32 GB,4 x,DDR4,3200 MHz
Kingston HyperX Black Edition 4GB DDR3-1600 CL9 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws V Red 16GB DDR4-2400 CL15 quad kit,16 GB,4 x,DDR4,2400 MHz
Corsair XMS3 32GB DDR3-1600 CL11 quad kit,32 GB,4 x,DDR3,1600 MHz
Adata XPG Z1 Gold Edition 4GB DDR4-3333 CL16 kit,4 GB,2 x,DDR4,3333 MHz
Kingston ValueRam 24GB DDR3-1333 CL9 ECC triple kit,24 GB,3 x,DDR3,1333 MHz
G.Skill Ripjaws IV Black 32GB DDR4-2133 CL15 quad kit,32 GB,4 x,DDR4,2133 MHz
Geil Evo Potenza 32GB DDR3-1333 CL13 quad kit,32 GB,4 x,DDR3,1333 MHz
Kingston ValueRam 16GB DDR3-1333 CL9 ECC Registered kit,16 GB,2 x,DDR3,1333 MHz
Geil Super Luce White 16GB DDR4-3000 CL16 quad kit,16 GB,4 x,DDR4,3000 MHz
Kingston HyperX Genesis Overclockers.uk Edition Black/Red 8GB DDR3-2400 CL11 kit,8 GB,2 x,DDR3,2400 MHz
Geil Evo Corsa 4GB DDR3-1866 CL9 kit,4 GB,2 x,DDR3,1866 MHz
Crucial Ballistix Tactical 4GB DDR3-1866 CL9 kit,4 GB,2 x,DDR3,1866 MHz
Team Vulcan Series Orange 8GB DDR3-2400 CL11 kit,8 GB,2 x,DDR3,2400 MHz
Geil Evo Corsa 16GB DDR3-1866 CL9 kit,16 GB,2 x,DDR3,1866 MHz
Adata XPG V2 Grey 16GB DDR3-2800 CL12 kit,16 GB,2 x,DDR3,2800 MHz
Geil Super Luce White 64GB DDR4-2400 CL14 quad kit,64 GB,4 x,DDR4,2400 MHz
Crucial Ballistix Elite 4GB DDR3-1866 CL8 kit,4 GB,2 x,DDR3,1866 MHz
G.Skill RipjawsX 16GB DDR3-1333 CL9 kit,16 GB,2 x,DDR3,1333 MHz
G.Skill Trident Z 16GB DDR4-3200 CL16-16 kit,16 GB,2 x,DDR4,3200 MHz
Geil Evo Forza Black/Yellow 32GB DDR4-2400 CL16 quad kit,32 GB,4 x,DDR4,2400 MHz
Kingston HyperX Blu 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws 12GB DDR3-1333 triple kit,12 GB,3 x,DDR3,1333 MHz
Team Vulcan Series Red 16GB DDR3-2133 CL10 kit,16 GB,2 x,DDR3,2133 MHz
Team Elite 16GB DDR4-2133 CL15 kit,16 GB,2 x,DDR4,2133 MHz
Kingston ValueRam 4GB DDR2-667 CL5 ECC Registered kit,4 GB,2 x,DDR2,667 MHz
Geil White Dragon 32GB DDR4-3000 CL14 quad kit,32 GB,4 x,DDR4,3000 MHz
OCZ XTE Blade 2 4GB DDR3-2133 CL7 kit,4 GB,2 x,DDR3,2133 MHz
OCZ Platinum AMD 4GB DDR3-1333 CL7 kit,4 GB,2 x,DDR3,1333 MHz
Geil Evo Potenza Onyx Black 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
Geil Evo Two 8GB DDR3-1600 CL7 quad kit,8 GB,4 x,DDR3,1600 MHz
OCZ Gold XTC 4GB DDR3-1066 CL7 kit,4 GB,2 x,DDR3,1066 MHz
OCZ Titanium XTC 4GB DDR2-1150 CL5 XMP kit,4 GB,2 x,DDR2,1150 MHz
Team Dark Pro Series Grey 8GB DDR4-3200 CL16 kit,8 GB,2 x,DDR4,3200 MHz
Kingston HyperX Fury Black 16GB DDR4-2666 CL15 quad kit,16 GB,4 x,DDR4,2666 MHz
Geil White Dragon 32GB DDR4-2400 CL14 quad kit,32 GB,4 x,DDR4,2400 MHz
Corsair Vengeance Pro Red 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Corsair Vengeance Pro Silver 8GB DDR3-2133 CL9 kit,8 GB,2 x,DDR3,2133 MHz
G.Skill Trident Z Silver/Red 128GB DDR4-3200 CL15 octo kit,128 GB,8 x,DDR4,3200 MHz
G.Skill RipjawsZ 32GB DDR3-2133 CL9 quad kit,32 GB,4 x,DDR3,2133 MHz
Crucial Ballistix Sport LT Red 32GB DDR4-2400 CL16 kit,32 GB,2 x,DDR4,2400 MHz
Adata XPG 8GB DDR3-2000 CL9 kit,8 GB,2 x,DDR3,2000 MHz
Geil 6GB DDR3-2000 CL9 triple kit,6 GB,3 x,DDR3,2000 MHz
Corsair XMS3 12GB DDR3-2000 CL9 triple kit,12 GB,3 x,DDR3,2000 MHz
Crucial Ballistix Sport LT 16GB DDR4-2400 CL16 quad kit,16 GB,4 x,DDR4,2400 MHz
Geil Evo Veloce Hot Rod Red 16GB DDR3-1866 CL9 kit,16 GB,2 x,DDR3,1866 MHz
Transcend aXeRam 4GB DDR2-1066 kit,4 GB,2 x,DDR2,1066 MHz
Corsair Vengeance LPX Blue 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
G.Skill Sniper 16GB DDR3-1866 CL9 kit,16 GB,2 x,DDR3,1866 MHz
OCZ Flex EX 8GB DDR3-2133 CL10 kit,8 GB,2 x,DDR3,2133 MHz
G.Skill RipjawsX 16GB DDR3-1866 CL9 quad kit,16 GB,4 x,DDR3,1866 MHz
Team Xtreem Dark 4GB DDR2-1066 CL5 kit,4 GB,2 x,DDR2,1066 MHz
Geil Evo Leggera 32GB DDR3-1600 CL11 quad kit,32 GB,4 x,DDR3,1600 MHz
Kingston HyperX Fury Blue 8GB DDR3-1600 CL10 kit,8 GB,2 x,DDR3,1600 MHz
Corsair Vengeance LPX Black 32GB DDR4-2666 CL16 quad kit,32 GB,4 x,DDR4,2666 MHz
OCZ AM2 4 FB DDR2-667 CL5 kit,4 GB,2 x,DDR2,667 MHz
Crucial 16GB DDR3L-1600 CL11 ECC kit,16 GB,2 x,DDR3,1600 MHz
G.Skill Aegis 64GB DDR4-2400 CL15 quad kit,64 GB,4 x,DDR4,2400 MHz
Geil Enhance Corsa 16GB DDR3-1333 CL9 quad kit,16 GB,4 x,DDR3,1333 MHz
OCZ Flex EX 4GB DDR3-2000 CL8 kit,4 GB,2 x,DDR3,2000 MHz
G.Skill RipjawsX 4GB DDR3-1333 CL7 kit,4 GB,2 x,DDR3,1333 MHz
Kingston ValueRam 16GB DDR3-1600 CL11 kit,16 GB,2 x,DDR3,1600 MHz
Geil Evo Potenza 64GB DDR4-2666 CL15 octo kit,64 GB,8 x,DDR4,2666 MHz
Team Zeus Series Blue 16GB DDR3-2133 CL11 kit,16 GB,2 x,DDR3,2133 MHz
G.Skill RipjawsX 16GB DDR3-2133 CL9 quad kit,16 GB,4 x,DDR3,2133 MHz
G.Skill RipjawsX 32GB DDR3-1600 CL9 quad kit,32 GB,4 x,DDR3,1600 MHz
Geil Evo Potenza Black Series 32GB DDR3-2133 CL10 quad kit,32 GB,4 x,DDR3,2133 MHz
Geil Evo Leggera 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
G.Skill Ripjaws V 64GB DDR4-2800 CL14 quad kit,64 GB,4 x,DDR4,2800 MHz
OCZ Platinum 8GB DDR3-1600 LV CL7 kit,8 GB,2 x,DDR3,1600 MHz
G.Skill 4GB DDR2-800 CL6 kit,4 GB,2 x,DDR2,800 MHz
Adata XPG V3 16GB DDR3-3000 CL12 kit,16 GB,2 x,DDR3,3000 MHz
Team Xtreem Series White 8GB DDR3-2666 CL11 kit,8 GB,2 x,DDR3,2666 MHz
Crucial Ballistix Smart Tracer 4GB DDR3-1600 CL8 kit,4 GB,2 x,DDR3,1600 MHz
Geil Enhance Veloce 8GB DDR3-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
Corsair Dominator Platinum 16GB DDR3-2400 CL11 kit,16 GB,2 x,DDR3,2400 MHz
Crucial 32GB DDR4-2133 CL15 quad kit,32 GB,4 x,DDR4,2133 MHz
Geil Evo Leggera 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
Geil Pristine 16GB DDR3-1333 CL9 kit,16 GB,2 x,DDR3,1333 MHz
G.Skill Sniper 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
G.Skill Ripjaws 6GB DDR3-2000 CL9 kit,6 GB,2 x,DDR3,2000 MHz
Geil Black Dragon 8GB DDR2-800 CL4 quad kit,8 GB,4 x,DDR2,800 MHz
OCZ Gold XTC 6GB DDR3-1333 CL8 triple kit,6 GB,3 x,DDR3,1333 MHz
G.Skill Ripjaws V 16GB DDR4-3000 CL15-15 quad kit,16 GB,4 x,DDR4,3000 MHz
G.Skill TridentX 16GB DDR3-2933 CL12 kit,16 GB,2 x,DDR3,2933 MHz
Geil Evo Two 16GB DDR3-2400 CL9 quad kit,16 GB,4 x,DDR3,2400 MHz
G.Skill Trident Z 32GB DDR4-3200 CL16 kit,32 GB,2 x,DDR4,3200 MHz
Team Xtreem Series 32GB DDR3-2133 CL11 quad kit,32 GB,4 x,DDR3,2133 MHz
Corsair Vengeance LPX Blue 16GB DDR4-2400 CL14 quad kit,16 GB,4 x,DDR4,2400 MHz
OCZ Core i7 XTC 6GB DDR3-1600 CL8 XMP triple kit,6 GB,3 x,DDR3,1600 MHz
G.Skill Aegis 8GB DDR3-1600 CL11 kit,8 GB,2 x,DDR3,1600 MHz
G.Skill Trident Z Black/White 32GB DDR4-3400 CL16 quad kit,32 GB,4 x,DDR4,3400 MHz
Corsair Dominator Platinum 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
Crucial Ballistix Sport 6GB DDR3-1600 CL9 kit,6 GB,2 x,DDR3,1600 MHz
Kingston ValueRam 16GB DDR3-1333 CL9 kit,16 GB,2 x,DDR3,1333 MHz
Corsair Dominator Platinum 32GB DDR4-2400 CL14 quad kit,32 GB,4 x,DDR4,2400 MHz
Crucial Ballistix Sport XT 32GB DDR3-1866 CL10 quad kit,32 GB,4 x,DDR3,1866 MHz
G.Skill Ripjaws V 16GB DDR4-3200 CL15 kit,16 GB,2 x,DDR4,3200 MHz
G.Skill TridentX 8GB DDR3-2933 CL12 kit,8 GB,2 x,DDR3,2933 MHz
G.Skill RipjawsZ 64GB DDR3-2133 CL9 octo kit,64 GB,8 x,DDR3,2133 MHz
Geil 4GB DDR3-1333 CL9 kit,4 GB,2 x,DDR3,1333 MHz
Geil Dragon 32GB DDR4-3000 CL13 kit,32 GB,2 x,DDR4,3000 MHz
OCZ Reaper HPC 6GB DDR3-1866 triple kit,6 GB,3 x,DDR3,1866 MHz
G.Skill RipjawsX 16GB DDR3-2133 CL11 quad kit,16 GB,4 x,DDR3,2133 MHz
OCZ Gold XTC 12GB DDR3-1066 CL9 hexa kit,12 GB,6 x,DDR3,1066 MHz
G.Skill RipjawsZ 16GB DDR3-1866 CL9 kit,16 GB,2 x,DDR3,1866 MHz
Corsair Twin3X 4GB DDR3-1600 CL7 DHX kit,4 GB,2 x,DDR3,1600 MHz
OCZ Platinum 4GB DDR3-2133 LV CL8 kit,4 GB,2 x,DDR3,2133 MHz
G.Skill Trident Z 16GB DDR4-3000 CL14 kit,16 GB,2 x,DDR4,3000 MHz
Kingston ValueRam 4GB DDR2-400 CL3 ECC kit,4 GB,2 x,DDR2,400 MHz
Kingston ValueRam 6GB DDR3-1066 CL7 ECC Registered triple kit,6 GB,3 x,DDR3,1066 MHz
Corsair Vengeance Red 8GB DDR3-2133 CL11 kit,8 GB,2 x,DDR3,2133 MHz
OCZ Platinum XTC 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
Kingston ValueRam 4GB DDR3-1066 CL7 ECC kit,4 GB,2 x,DDR3,1066 MHz
Corsair Vengeance 16GB DDR3-2400 CL10 kit,16 GB,2 x,DDR3,2400 MHz
Corsair Vengeance Red 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
G.Skill Sniper 32GB DDR3-2400 CL11 quad kit,32 GB,4 x,DDR3,2400 MHz
Adata XPG Xtreme 8GB DDR3-2133 CL10 kit,8 GB,2 x,DDR3,2133 MHz
Corsair Dominator Platinum 32GB DDR3-2400 CL10 quad kit,32 GB,4 x,DDR3,2400 MHz
Geil Evo Potenza 32GB DDR4-2800 CL16 octo kit,32 GB,8 x,DDR4,2800 MHz
G.Skill TridentX 32GB DDR3-2400 CL10 quad kit,32 GB,4 x,DDR3,2400 MHz
OCZ Reaper HPC 6GB DDR3-2000 CL9 triple kit,6 GB,3 x,DDR3,2000 MHz
G.Skill Ares 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Corsair Vengeance Low 32GB DDR3-1600 CL10 quad kit,32 GB,4 x,DDR3,1600 MHz
Kingston HyperX 4GB DDR3-2133 CL9 XMP Tall kit,4 GB,2 x,DDR3,2133 MHz
Corsair Dominator GT 6GB DDR3-1600 CL7 triple kit,6 GB,3 x,DDR3,1600 MHz
Kingston HyperX 4GB DDR3-2133 CL8 XMP Tall kit,4 GB,2 x,DDR3,2133 MHz
Crucial Ballistix Sport 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Corsair Vengeance Pro Silver 32GB DDR3-1600 CL9 quad kit,32 GB,4 x,DDR3,1600 MHz
Geil Evo Potenza Onyx Black 16GB DDR3-1333 CL9 kit,16 GB,2 x,DDR3,1333 MHz
G.Skill Trident Z Black/Yellow 32GB DDR4-3200 CL16 kit,32 GB,2 x,DDR4,3200 MHz
Crucial 16GB DDR4-2133 CL15 ECC Registered kit,16 GB,2 x,DDR4,2133 MHz
Geil White Dragon 8GB DDR4-3200 CL15 kit,8 GB,2 x,DDR4,3200 MHz
G.Skill Trident Z Black/Silver 16GB DDR4-3200 CL15 kit,16 GB,2 x,DDR4,3200 MHz
G.Skill RipjawsZ 32GB DDR3-2133 CL11 octo kit,32 GB,8 x,DDR3,2133 MHz
G.Skill Trident Z 32GB DDR4-3333 CL16 kit,32 GB,2 x,DDR4,3333 MHz
Adata XPG Z1 8GB DDR4-2133 CL15 kit,8 GB,2 x,DDR4,2133 MHz
OCZ Platinum XTE 4GB DDR3-1600 CL6 kit,4 GB,2 x,DDR3,1600 MHz
Adata 16GB DDR4-2133 CL15 kit,16 GB,2 x,DDR4,2133 MHz
Geil Evo Leggera 16GB DDR3-2133 CL10 kit,16 GB,2 x,DDR3,2133 MHz
Geil Evo Leggera 8GB DDR3-1866 CL10 kit,8 GB,2 x,DDR3,1866 MHz
Kingston ValueRam 4GB DDR4-2400 CL17 ECC kit,4 GB,2 x,DDR4,2400 MHz
Team Xtreem Series White 16GB DDR3-2133 CL11 kit,16 GB,2 x,DDR3,2133 MHz
Adata Premier 16GB DDR3-1600 CL11 kit,16 GB,2 x,DDR3,1600 MHz
G.Skill RipjawsX 16GB DDR3-1600 CL9 quad kit,16 GB,4 x,DDR3,2133 MHz
Team Dark Series Grey 8GB DDR3-2133 CL10 kit,8 GB,2 x,DDR3,2133 MHz
Kingston HyperX 4GB DDR3-1375 CL7 kit,4 GB,2 x,DDR3,1375 MHz
OCZ Platinum XTC 4GB DDR3-1333 CL7 kit,4 GB,2 x,DDR3,1333 MHz
Kingston HyperX 24GB DDR3-1600 CL9 XMP hexa kit,24 GB,6 x,DDR3,1600 MHz
Crucial 128GB DDR4-2400 CL17 quad kit,128 GB,4 x,DDR4,2400 MHz
OCZ Platinum XTE 6GB DDR3-2000 CL6 triple kit,6 GB,3 x,DDR3,2000 MHz
Team Zeus Series Red 16GB DDR3-2133 CL11 kit,16 GB,2 x,DDR3,2133 MHz
Adata XPG Z1 16GB DDR4-2133 CL15 quad kit,16 GB,4 x,DDR4,2133 MHz
Corsair Vengeance Pro Red 64GB DDR3-2400 CL11 octo kit,64 GB,8 x,DDR3,2400 MHz
Geil Super Luce Blue 16GB DDR4-3000 CL16 quad kit,16 GB,4 x,DDR4,3000 MHz
G.Skill TridentX 16GB DDR3-2800 CL11-13 kit,16 GB,4 x,DDR3,2800 MHz
Corsair Vengeance Green LP 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Adata XPG Z1 Gold 8GB DDR4-3000 CL16 kit,8 GB,2 x,DDR4,3000 MHz
Crucial Ballistix Sport 6GB DDR3-1333 CL9 triple kit,6 GB,3 x,DDR3,1333 MHz
Geil Super Luce Black/Red 16GB DDR4-2400 CL16 kit,16 GB,2 x,DDR4,2400 MHz
G.Skill NT Series 16GB DDR4-2133 CL15 kit,16 GB,2 x,DDR4,2133 MHz
G.Skill RipjawsX 8GB DDR3-2300 CL9 kit,8 GB,2 x,DDR3,2300 MHz
Kingston HyperX Fury Black 16GB DDR4-2400 CL15 quad kit,16 GB,4 x,DDR4,2400 MHz
Corsair Vengeance Pro Red 8GB DDR3-2800 CL12 kit,8 GB,2 x,DDR3,2800 MHz
Geil Black Dragon 4GB DDR3-1066 CL7 kit,4 GB,2 x,DDR3,1066 MHz
Crucial 32GB DDR4-2133 CL15 ECC kit,32 GB,2 x,DDR4,2133 MHz
Team Vulcan Series Orange 32GB DDR3-1866 CL11 kit,32 GB,2 x,DDR3,1866 MHz
G.Skill Ripjaws V Red 32GB DDR4-3200 CL15 kit,32 GB,2 x,DDR4,3200 MHz
Geil Green Series 4GB DDR3-1333 CL9 kit,4 GB,2 x,DDR3,1333 MHz
Corsair Dominator Platinum 16GB DDR3-3000 CL12 quad kit,16 GB,4 x,DDR3,3000 MHz
Kingston HyperX 4GB DDR3-1866 CL9 kit,4 GB,2 x,DDR3,1866 MHz
OCZ Reaper HPC 6GB DDR3-1600 triple kit,6 GB,3 x,DDR3,1600 MHz
G.Skill Ripjaws V White 16GB DDR4-2800 CL15 kit,16 GB,2 x,DDR4,2800 MHz
Corsair Dominator GT 4GB DDR3-2000 CL9 kit,4 GB,2 x,DDR3,2000 MHz
OCZ Value 4GB DDR3-1333 LV CL9 kit,4 GB,2 x,DDR3,1333 MHz
Corsair Vengeance Blue 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Kingston HyperX Beast 32GB DDR3-2400MHz CL11 quad kit,32 GB,4 x,DDR3,2400 MHz
Kingston HyperX Fury Black 8GB DDR3-1600 CL10 kit,8 GB,2 x,DDR3,1600 MHz
Team Vulcan Series Orange 16GB DDR3-2133 CL11 kit,16 GB,2 x,DDR3,2133 MHz
Kingston HyperX Beast 16GB DDR3-1866MHz CL9 quad kit,16 GB,4 x,DDR3,1866 MHz
Corsair Vengeance Pro Silver 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
Adata XPG 16GB DDR3-2133 CL10 kit,16 GB,2 x,DDR3,2133 MHz
Geil 16GB DDR3-2400 CL11 kit,16 GB,2 x,DDR3,2400 MHz
G.Skill Ripjaws V 32GB DDR4-2800 CL15 kit,32 GB,2 x,DDR4,2800 MHz
Adata XPG Z1 16GB DDR4-2133 CL15 kit,16 GB,2 x,DDR4,2133 MHz
Kingston HyperX Beast 16GB DDR3-2133MHz CL11 kit,16 GB,2 x,DDR3,2133 MHz
OCZ Reaper HPC 8GB DDR3-2000 CL10 kit,8 GB,2 x,DDR3,2000 MHz
Corsair Vengeance Black White LED 16GB DDR4-2666 CL16 kit,16 GB,2 x,DDR4,2666 MHz
Geil Evo Leggera 8GB DDR3-2800 CL11-14 kit,8 GB,2 x,DDR3,2800 MHz
